events count, average value, timeSpent
429,5404.692307692308,1726
430,5411.453488372093,1848
431,5411.2482598607885,1976
432,5408.157407407408,2099
433,5415.667436489607,2228
434,5410.407834101383,2352
435,5408.7172413793105,2475
436,5419.036697247707,2599
437,5418.2471395881,2715
438,5421.324200913242,2831
439,5417.384965831435,2953
440,5422.752272727273,3077
441,5410.734693877551,3193
442,5406.925339366516,3318
443,5400.593679458239,3434
444,5392.853603603604,3556
445,5381.462921348315,3666
446,5375.540358744394,3781
447,5366.0961968680085,3900
448,5356.303571428572,4014
449,5359.126948775056,4126
450,5358.635555555556,4241
451,5363.40798226164,4358
452,5354.402654867256,4483
453,5346.6512141280355,4604
454,5345.473568281938,4722
455,5352.813186813187,4840
456,5348.75,4964
457,5356.024070021882,5086
458,5361.56768558952,5209
459,5371.3790849673205,5333
460,5367.819565217392,5458
461,5360.68546637744,5582
462,5359.75974025974,5703
463,5349.665226781857,5826
464,5344.478448275862,5937
465,5337.836559139785,6053
466,5330.356223175966,6166
467,5331.379014989293,6280
468,5336.553418803419,6395
469,5338.940298507463,6511
470,5333.095744680851,6622
471,5342.704883227177,6737
472,5343.440677966101,6851
473,5335.315010570825,6969
474,5340.301687763713,7088
475,5335.1810526315785,7203
476,5341.193277310925,7318
477,5350.153039832285,7435
478,5340.958158995816,7560
479,5332.409185803758,7669
480,5324.764583333334,7783
481,5316.4324324324325,7900
482,5309.707468879668,8022
483,5313.084886128365,8139
484,5302.161157024793,8257
485,5311.554639175258,8373
486,5304.557613168724,8496
487,5298.950718685832,8618
488,5306.3463114754095,8732
489,5314.036809815951,8842
490,5306.955102040816,8956
491,5309.906313645622,9070
492,5305.376016260163,9185
493,5298.288032454361,9295
494,5306.682186234818,9405
495,5314.488888888889,9518
496,5316.941532258064,9645
497,5322.754527162978,9758
498,5312.255020080322,9871
499,5312.797595190381,9985
500,5308.252,10096
501,5303.023952095808,10208
502,5296.51593625498,10337
503,5296.318091451292,10431
504,5304.355158730159,10543
505,5300.851485148515,10655
506,5298.266798418972,10767
507,5304.921104536489,10879
508,5301.220472440945,10990
509,5293.249508840864,11102
510,5287.427450980392,11215
