events count, max value, timeSpent
1401,999782.0,108477
1402,999782.0,108591
1403,999782.0,108706
1404,999782.0,108820
1405,999782.0,108934
1406,999782.0,109045
1407,999782.0,109156
1408,999782.0,109268
1409,999782.0,109377
1410,999782.0,109489
1411,999782.0,109600
1412,999782.0,109710
1413,999782.0,109823
1414,999782.0,109938
1415,999782.0,110053
1416,999782.0,110167
1417,999782.0,110278
1418,999782.0,110385
1419,999782.0,110493
