events count, max value,lower bound - 0.3, upper bound - 0.3, timeSpent
1312,999990.0,699993.0,1299987.0,108237
1313,999990.0,699993.0,1299987.0,108320
1314,999990.0,699993.0,1299987.0,108394
1315,999990.0,699993.0,1299987.0,108467
1316,999990.0,699993.0,1299987.0,108539
1317,999990.0,699993.0,1299987.0,108618
1318,999990.0,699993.0,1299987.0,108694
1319,999990.0,699993.0,1299987.0,108771
1320,999990.0,699993.0,1299987.0,108853
1321,999990.0,699993.0,1299987.0,108936
1322,999990.0,699993.0,1299987.0,109016
1323,999990.0,699993.0,1299987.0,109099
1324,999990.0,699993.0,1299987.0,109181
1325,999990.0,699993.0,1299987.0,109258
1326,999990.0,699993.0,1299987.0,109338
1327,999990.0,699993.0,1299987.0,109418
1328,999990.0,699993.0,1299987.0,109503
1329,999990.0,699993.0,1299987.0,109588
1330,999990.0,699993.0,1299987.0,109666
1331,999990.0,699993.0,1299987.0,109745
1332,999990.0,699993.0,1299987.0,109823
1333,999990.0,699993.0,1299987.0,109907
1334,999990.0,699993.0,1299987.0,109981
