event count, avg, time spent
514,504617.5144527444, 3556
515,504860.34813614265, 3568
516,504969.2740213523, 3577
517,504905.91249596386, 3589
518,504482.60393167904, 3598
519,504250.84560952074, 3609
520,504682.7075441413, 3619
521,504707.9721243191, 3630
522,504439.0626798849, 3640
523,504227.96297478455, 3652
524,504520.4418604651, 3661
525,504831.6823529412, 3673
526,504856.31609013013, 3683
527,504920.74089325307, 3692
528,504996.50395194435, 3708
529,504545.50552224676, 3723
530,504352.88346456696, 3730
531,503941.5347375039, 3744
532,504429.34797615313, 3754
533,504126.17851550266, 3764
534,503904.07752422633, 3771
535,504218.06739469577, 3781
536,504463.4515727188, 3794
537,504421.7600248679, 3802
538,504855.8510704313, 3818
539,504120.28460823785, 3831
540,503670.09551777435, 3849
541,503276.1305152731, 3862
542,503105.5266399754, 3872
543,503069.82047340914, 3893
544,503205.7968702056, 3900
545,503443.8269525268, 3907
546,503468.35616019566, 3915
547,503479.56270979554, 3924
548,503648.2680475175, 3934
549,503597.9154758285, 3948
550,503686.9171471927, 3959
551,503746.53347470466, 3967
552,503715.8621106743, 3980
553,503674.0965891941, 3997
554,503696.6507984333, 4008
555,503097.07368421054, 4018
556,503334.02491744224, 4036
557,503577.4782738987, 4045
558,503549.80676039483, 4057
559,503583.612720215, 4067
560,503694.42086438154, 4079
561,503649.7717941089, 4087
562,502955.7834867835, 4098
563,503487.63711829233, 4109
564,502999.7274341521, 4118
565,502864.0776957164, 4131
566,503341.43585962843, 4146
567,503324.4757138652, 4155
568,503500.9744343227, 4174
569,503070.53769433853, 4183
570,503134.48169838946, 4193
571,503613.5340543701, 4202
572,504118.1479428071, 4215
573,503991.2481794349, 4223
574,503747.72375690605, 4240
575,503546.2972423803, 4253
576,503311.85917125473, 4263
577,503322.8547873879, 4275
578,503801.2298585042, 4289
579,504267.82675122516, 4300
580,504440.52115107916, 4314
581,504415.0807239299, 4323
582,504336.29050759965, 4330
583,504305.8995133123, 4337
584,504584.32580737356, 4352
585,504365.6547788873, 4366
586,504347.0703503275, 4382
587,504569.65282911574, 4393
588,504731.39483394835, 4401
589,504327.797959762, 4410
590,504937.42206506367, 4417
591,505203.0584580627, 4430
592,505282.776712715, 4443
593,505277.92907402193, 4458
594,505531.43467266083, 4470
595,505737.1455820477, 4480
596,505702.01932231867, 4495
597,505252.33072407043, 4504
598,505239.98827797937, 4518
599,505302.1287266648, 4528
600,505040.52990264253, 4540
601,505114.79283532355, 4558
602,505373.90352093155, 4570
603,505225.0420703017, 4582
604,505013.2199502625, 4592
605,504937.07172413793, 4605
606,505165.6229688791, 4626
607,504620.14160021994, 4640
608,504557.5061762284, 4653
609,504623.61907371884, 4665
610,504619.69822161424, 4681
611,504746.4504233816, 4693
612,504356.6040359967, 4703
613,503670.34658317454, 4714
614,503333.53193802666, 4730
615,503483.468385346, 4743
616,503622.25819561095, 4754
617,504290.9134433324, 4768
618,504311.3502565487, 4783
619,504503.02615260176, 4805
620,504299.3658142665, 4821
